219,-21.5703,53.698
220,-21.6894,52.7054
221,-21.8778,51.7234
222,-22.0767,50.7434
223,-22.2756,49.7634
224,-22.4745,48.7833
225,-22.6733,47.8033
226,-22.8722,46.8233
227,-23.0711,45.8433
228,-23.27,44.8632
229,-23.4688,43.8832
230,-23.6677,42.9032
